,평점,일시,감상평
2803,10,2020.02.25 09:14,대부분 조를 좋아하는데 진취적인 여성상이 취향은 아니라서. 승자는 에이미인가 싶지만 진정한 승자는 메기가 아닌가 싶다. 초반에 약간 당황했지만 2시간 넘게 꽉찬 감동을 받았다. 원작을 안본 관객이나 청소년보다 원작을 본 어른에게 더 추천하고 싶은 영화. 
2804,10,2020.02.25 03:57,
2805,10,2020.02.25 03:49,
2806,10,2020.02.25 01:36,
2807,10,2020.02.25 00:30,
2808,10,2020.02.25 00:27,마지막 결론 빼고는 너무너무너무 좋았어요 ㅠㅠ
2809,10,2020.02.25 00:24,"어렸을 때 책으로 읽었었는데 딱 성인되고 보니까 감회가 새로운,,힐링하다 왔어요 넘 조음"
2810,10,2020.02.25 00:02,일본 소니픽쳐스 제작 배급 최고의 영화입니다~
2811,10,2020.02.24 23:49,설명할 수 없는 감동..
2812,10,2020.02.24 23:11,
2813,10,2020.02.24 22:49,지짜 넘 재밌당~~
2814,6,2020.02.24 21:42,뛰어난 영상미!!!  오래된 이야기가 현 시대의 배우들 얼굴로 채워지는 재미를 느낄 수 있었어요.
2815,9,2020.02.24 20:53,연출 연기 스토리 모두 굿
2816,10,2020.02.24 20:28,스토리에 잔잔하고 소소한 재미가 있네요.
2817,8,2020.02.24 19:54,"영화배경이 너무 아름답네요. 영상이 아름답고, 주인공들이 예뻐서 좋았습니다."
2818,8,2020.02.24 18:27,아름다운 영상미와 감동을 느낄 수 있었어요
2819,8,2020.02.24 17:48,보다보면 어느새 어릴적 형제자매들과투닥투닥하는 추억이 떠올라 웃게되는
2820,8,2020.02.24 14:54,
2821,8,2020.02.24 12:06,기대한것보다 재밌습니다.
2822,8,2020.02.24 00:55,좀 산만했지만 좋았어요
2823,6,2020.02.23 18:22,
2824,10,2020.02.23 16:20,
2825,10,2020.02.23 13:26,
2826,8,2020.02.23 13:00,수없는 리메이크 속에서도 빛나는 그레타 거윅과 그녀의 뮤즈들
2827,10,2020.02.23 12:39,영화가 의미있고 보고나서도 여운이 길게 남았습니다! 정말 추천 영화
2828,10,2020.02.23 11:56,
2829,8,2020.02.23 11:53,
2830,10,2020.02.23 11:41,
2831,7,2020.02.23 01:34,사랑을 하는 것은 잘못된 것이 아님을.. 메그가 있었기에 조가 존재했듯이..
2832,8,2020.02.22 19:29,지루할수있지만 잘 만듬 잔잔한 영화
2833,10,2020.02.21 22:33,여성감독이었기에 만들어낼수 있는 영상과 스토리전개와 음악이었어요. 음악이 좋아 극장에서 보길 잘했다 싶어요.
2834,6,2020.02.21 22:27,아기자기한 영상미는 좋았지만.. 평이한 스토리로 러닝타임 135분 뽑은 건 과했죠.
2835,8,2020.02.21 21:41,소설 원작 그대로를 정말 잘 표현해놨습니다.
2836,8,2020.02.21 21:39,엠마왓슨 나올 때 마다 감탄 하면서 봤습니다....
2837,8,2020.02.21 10:20,연출도 좋고 재해석이 보기 좋았음
2838,10,2020.02.21 02:13,그레타 거윅 감독이 원작을 비틀었는데 그 내용도 좋고 연출도 진짜 재치있다 조 메그 베스 에이미 네자매도 하나같이 다 좋다
2839,10,2020.02.21 01:21,좋아요 재밌어요! 주인공들 얼굴보다가 시간 다갔네요 내용도굿굿
2840,10,2020.02.21 01:00,심야로 남자 혼자가서 감동받고 옴. 영상미가 돋보이는 작품이에요! 주인공이자 둘째인 조가 연기를 정말 잘하네요
2841,10,2020.02.19 21:41,(조) 여자도 감정만이 아니라 생각과 영혼이 있어요. 외모만이 아니라 야심과 재능이 있어요. 저는 사람들이 여자에게 사랑이 전부라고 말하는 게 지긋지긋해요. 하지만 저도...외로워요 엄마..(에이미)  여자는 배우나 OO가 아니면 돈을 벌수 없어. 그리고 결혼하면 그마저도 남편에게 귀속된다구. 사랑은 낭만이고 현실이 아니라고 하지마. 사랑도 선택할수 있는거야 
2842,8,2020.02.19 12:50,남자가 보기엔 다시 좀 지루할 수는 있어요. 하지만 내용은 좋은것 같네요. 남자 주연이 티모시였다니.. 콜미바이유어네임이랑 또 너무 달라서 놀램. 정말 그 영화보고 팬 됐었는데!!
2843,1,2020.02.18 22:57,
2844,10,2020.02.18 22:56,이런게 영화다 갬성이지 우리나라 절대 못따라가는 갬성
2845,10,2020.02.18 20:28,로맨스 영화보다는 자매들 간의 끈끈한 우정과 여성으로서의 홀로서기에 대한 영화 같아요. 너무 잘 봤어요. 결말도 마음에 들었어요!
2846,10,2020.02.18 20:27,너무 재밌었습니다연출 연기 스토리 영상미다 짱이었습니다.잔잔한여운도 남았구요.배우들 연기 왜 이렇게 잘해요?너무이쁘고 배경도 진짜 그림같음실제로 존재하는게 놀라울따름고민하지 마시고 표 끊으세요롸잇나우?
2847,10,2020.02.18 20:12,네 자매의 길은 다르지만 서로를 사랑하는 방법은 같다
2848,10,2020.02.18 19:59,어린시절 책으로 읽었던 작은아씨들메그 조 에이미 베쓰 인물들을 잘표현했네요설레이며 봤어요 굿
2849,10,2020.02.18 17:44,무조건 볼것. 여자라면 더더욱
2850,9,2020.02.18 09:34,한국 3류 페미 영화처럼 남성을 무능한 ㅂㅅ 희대의 OOO를 만들지 않고도 외국 3류 페미 영화처럼 노골적으로 유치한 페미 대사를 막 집어넣어 몰입감을 조지지 않고도여성을 빛낼줄아는 어찌보면 진정한 페미영화가 아닐까 싶다82톤이나 걸복동에 영혼까지 보내는 분들께는꼭 보라고 하고싶다 
2851,9,2020.02.17 19:02,"잔잔한 분위기에, 배우들 하나하나가 개성 있어서 좋았습니다."
2852,10,2020.02.17 18:01,자매끼리 싸우기엔 인생은 너무 짧다
2853,10,2020.02.17 16:52,세기의 영화를 실시간으로 봤다30년뒤 ebs에서 다시볼듯
2854,10,2020.02.17 16:24,글과 언어로 다 표현할 없는 아름다움을 지닌 영화
2855,10,2020.02.17 15:49,"에이미의 재해석, 재발견. 새롭게 정립된 조-에이미-로리의 관계가 좋다."
2856,10,2020.02.17 15:07,아니 근데 왜 지금 옆에 한국영화1위는 평점적는 란이 없냐?
2857,10,2020.02.17 10:54,"영화가 보면서 빨리 끝나지 않기를 바란 영화는 오랜만이다. 오만과편견, 비포선라이즈 같은 영화를 좋아하는 취향이라면 강추합니다."
2858,10,2020.02.17 09:37,작은아씨들 원작 이야기를 잘 모르는 상태에서 영화를 봤는데 이해도 잘되고 배우들 연기도 너무 완벽하고 인생영화인거같다 한번쯤 보기좋은 영화일듯
2859,2,2020.02.17 03:41,내 시간... 아깝...
2860,10,2020.02.17 02:51,
2861,9,2020.02.17 00:30,그냥 캐스팅부터 최고...! 각색은 원작을 다시 읽어봐야겠다는 다짐을 낳았다...
2862,8,2020.02.16 18:49,출판사 편집인 할아버지가 결말에 대한 떡밥이었네~~.
2863,10,2020.02.16 15:23,이유는 모르겠는데 재밌음 내 취향 저격
2864,10,2020.02.16 11:45,
2865,10,2020.02.16 11:30,어릴적 추억도 떠올리며 영화에 푹 빠져서 보고 왔다ㅋㅋㅋ 생각보다 더 잘만든 영화인듯
2866,10,2020.02.16 11:17,"써내려가고 출판하는 과정과 아름다운 유년기의 교차가 완벽했습니다. 주인공인 조가 어머니와 나누는 대화, 자매들과 맺는 관계들이 정말 좋았고요. 애정, 서운함, 유대 의식, 열등감.. 이 모든 감정을 미묘한 부분까지 훌륭하게 연기한 배우들에게도 감탄했습니다. 조만간 또 보고 싶어요. "
2867,7,2020.02.16 10:39,"원작을 잘 살린 부분,못 살린 부분 모두 공존함. 좀 지루한 감이 있습니다.  배우들 유명세와 예쁜 의상이 다했네요!"
2868,10,2020.02.16 10:31,이게 영화지 정말 풍성하네요^~^ 연출 연기 스토리 영상미 거의뭐 ㅋㅋ 사랑스러운 나의 작은 아씨들♡
2869,9,2020.02.16 10:13,재밌었어요 간만에 재밌는 영화가 나온것 같습니다ㅎㅎ
2870,10,2020.02.16 10:12,자매가 많은 집이면 더 공감할 수 있는 내용ㅋㅋ 너무 좋은 영화
2871,10,2020.02.16 10:12,감정이입이 잘되는 좋은 영화였습니다
2872,9,2020.02.16 10:11,매우 매력적인 구성이었어요!
2873,10,2020.02.16 10:02,올해의 가장 따뜻한 영화
2874,10,2020.02.16 09:28,과거의 명작이 현재에도 영향을 주네현상황과 대비해 볼 의미있는 장면들도 많고이런장면이 빛을 낸건 탄탄한 스토리텔링과 시간구성 그리고 거를타선 없는 연기력들 굿
2875,9,2020.02.16 09:25,
2876,10,2020.02.16 02:12,"가족의 일원으로서, 여성으로서 많은 공감과 위로가 되는 영화였어요. 그리고 의상, 가구, 소품 등에서 느껴지는 클래식 무드가 아름다웠습니다."
2877,10,2020.02.16 02:08,내일 또 보러가려고요 !!
2878,10,2020.02.16 02:03,인생영화 연출 연기 영상미 너무 좋아서 광광 우럭 ㅠㅠㅠㅠ..
2879,10,2020.02.16 01:14,인.생.영.화.!!
2880,10,2020.02.16 00:32,지루하다고 느낄수도 있지만 되게 감동적이었어요 ㅠ 2시간이라는 긴시간이지만 되게 감명깊게 잘본거같아요 새벽에 보기 좋은 영화 !
2881,10,2020.02.16 00:20,
2882,10,2020.02.16 00:20,
2883,10,2020.02.16 00:10,
2884,10,2020.02.15 23:54,13세살 딸과 함께 너무 잘 봤습니다. 자극적 장면 없이 잔잔하며 감동적 입니다.
2885,10,2020.02.15 23:51,잔잔한 여운이 남는다 감동 그 자체
2886,10,2020.02.15 23:49,조가 정말 소설을 잘쓰네요
2887,10,2020.02.15 23:46,보고나니 행복해지는 따뜻한 영화입니당ㅎㅎ
2888,10,2020.02.15 23:45,4자매의 삶..현재 우리의 삶과 비교해보길!
2889,10,2020.02.15 23:42,등장인물 중 그 누구의 인생도 지루하다고 감히 말할 수없다.
2890,9,2020.02.15 22:49,
2891,10,2020.02.15 22:22,
2892,10,2020.02.15 22:13,
2893,7,2020.02.15 22:09,싸우고 화해하고 성장하는 것이 바로 형제 자매들
2894,8,2020.02.15 22:05,따뜻한 사랑 이야기와 불완전한 해결
2895,10,2020.02.15 22:02,영상미가 너무 이뿌고 배우들 연기에 박수를 보냅니다
2896,6,2020.02.15 22:01,
2897,10,2020.02.15 21:51,
2898,10,2020.02.15 21:08,"즙짜는 영화 ,,, 진짜 개띵작 쉬이벌 ㅠ ,,,"
2899,10,2020.02.15 21:05,예나 지금이나 있는집 놈들이 더 착하고 바르다
2900,10,2020.02.15 20:36,한순간도 감동이지 않은적 없던 영화
2901,10,2020.02.15 17:47,내 취향 영화가 아니였는데도 저격당하다못해 심장을 움켜쥐었다.
2902,10,2020.02.15 15:23,"시얼샤 로넌은 진짜 마법같은 배우,, 퀸 메리 역할도 인상 깊게 봤는데 어떤 역할이든 완벽하게 소화하는 것 같다...원래 원작도 띵작인데 거기에 로넌의 명품 연기까지 더해진 듯. 로넌의 조는 평생 못 잊을 것 같아"
2903,8,2020.02.15 15:19,작은아씨들이런 잘 알려진 작품을 둘째딸 주인공의 시선에서 과거와 현재를 교차하며 연출하는 감독의 방식이 되게 남달랐고 신선했어요
2904,7,2020.02.15 13:12,로리 아주 이상해... 4자매 곁을 맴돌다가 선택을 해도 굳이..의상이 예쁘고 유럽 풍경이 정말 예쁩니다.
2905,8,2020.02.15 12:25,다아는 내용이지만 이번작은 영상미도 좋고 감동적임 ~ 단 배역은 조금 miss인듯 싶다 첫째랑 둘째 배우들이 바뀌었으면 어땟을까 싶다~ 근데 94년작이 더 좋은것 같다 위노나라이더 연기가 워낙좋았기에
2906,9,2020.02.15 10:23,영혼보내고 싶으면 차라리 여기다가 보내라. 갖잖지도 않은 쓰레기 영화 먹여살리지 말고.
2907,8,2020.02.15 00:10,"천재적인 연출, 고전을 재해석한 캐릭터와 스토리는 말할 것도 없거니와 롱샷을 활용해 담아낸 19세기 미국 농가의 모습은 아름답기 그지없다."
2908,10,2020.02.14 23:52,진짜 너무 재밌음 원작은 시대를 앞서갔음ㄷㄷ
2909,10,2020.02.14 23:10,진짜 개오졌습니다..
2910,6,2020.02.14 18:30,저는 책에서 받았던 벅차면서도 잔잔한 감동은 별로 못느꼈어요. 조금 지루한 느낌이 있네요.
2911,10,2020.02.14 16:45,근래 최고의 영화였어요 :)
2912,8,2020.02.14 15:54,박평식이 7점 줬습니다. 역시나네요
2913,8,2020.02.14 12:47,"진짜 재밌는 아침드라마를 본 것 같음. 엠마 왓슨이라는 캐스팅은 왜 상징적인 의미가 들어간 것 같지.. 그렇다기엔 &#39;조&#39;라는 캐릭터가 조금 더 잘 어울리는데.. 그렇다고 &#39;조&#39;를 연기한 배우가 별로는 아니고.. 오히려 너무 베스트 캐스팅이고... 에이미는 미드소마를 진짜 너무 충격적으로 보고(아주 재밌게..) 좋아한 배우인데 여기서 너무 귀엽고 발랄하게 나옴에도 이질감 하나 없이, 오히려 성숙한척하는 꼬마숙녀의 이미지를 그렇게 잘 살릴줄은.. 베스는 뭐 아픈 연기속에서도 잔잔하게 잘 묻어가는 연기를 보여줘서 좋았다. 이나저나 진짜 꿀잼 아침드라마를 본 기분. 남자와 여자가(또는 그 시대를 살지 못 한 우리가) 바라보는 관점이 각각 다를것인데도, 우리가 느끼고 바라는 점이 곧 같다는 것을 생각해보면, 세상은 사랑으로 이루어져 있는 것 같다. Ps. 내 밑에분 영화도 안 보고 리뷰를 쓰는 건 영화에 대한, 영화의 모든 것에 대한 무례이자 실례입니다. 리뷰를 남길 자격도 없으니 신고 박고 갑니다. "
2914,10,2020.02.14 12:10,근 5년간 본 영화중 단연 으뜸.. 이런 영화라면 10만원짜리 티켓이라도 끊어야 함
2915,9,2020.02.14 11:58,잼있다 또 보고싶을만큼
2916,7,2020.02.14 05:46,작은 아씨들 7점입니다.
2917,10,2020.02.13 23:38,인생영화가 될거같다..
2918,10,2020.02.13 19:47,의상과 소품 하나하나가 너무 아름답고 배우들의 연기가 너무 훌륭하다. 시간이 오래 지나도 사랑받는 고전의 스토리까지 모든게 완벽한 영화
2919,10,2020.02.13 11:26,여운이 진하게 남네요. 와우 스크린을 뒤집어놓으셨다~♡
2920,9,2020.02.13 10:17,고난이 많았기에 즐거운 이야기를 쓴다.
2921,9,2020.02.13 01:05,"초반엔 지루하다고 느꼈지만 영화의 완성도가 매우 높다. 꿈을 향한 조의 선택, 그리고 인생에 대해서 잔잔하게 생각해볼수 있었다"
2922,10,2020.02.13 00:38,Lovely family and their friends.
2923,10,2020.02.13 00:38,
2924,9,2020.02.13 00:34,"펜, 종이, 촛불, 그리고 이야기. 네가지의 아름다움을 한 권의 책으로 표현하다."
2925,10,2020.02.13 00:32,
2926,8,2020.02.12 22:54,What will your verse be?
2927,9,2020.02.12 21:17,"우리의 유년시절이 이러게 끝나가가니...작은아씨들 소설을 일고 조의 매력에 빠졌던 나의 유년이 떠올랐다. 고전이지만 현대적 감성이 어우러진 세련된 감각이 돋보였다. 끈끈한 가족애와 여성의 인생을 주체적으로 살아가려는 의지가 감동으로 전해져온다. 네자매가 엄마와 함께 서로에게 기대어 아버지의 편지를 읽는모습이 인상에 남는다. 꿈을 키워나가는 조, 그리고 조를 닮고싶었던 어린시절 나에게 화이팅을 보낸다. "
2928,10,2020.02.12 21:17,그냥 보세요. 마음이 따뜻해지고 생각은 깊어지는 영화.
2929,8,2020.02.12 21:11,딸부잣집 힐링~추억여행
2930,10,2020.02.12 21:06,성장통을 무사히 이겨낸 사랑스런 자매들. 남자친구가 영화끝나고 울더라고요...감동적이라며ㅋㅋㅋㅋ인생영화로 손색이 없습니다ㅋㅋ
2931,9,2020.02.12 21:05,지금도 고전을 읽고 고전에서 배우는 것처럼 이 영화에서도 현재 사회의 모습을 빗대어 볼 수 있어서 좋았다.
2932,10,2020.02.12 21:04,너무 감동적이고 자매의 소중함을 느낄 수 있었어요 다시 보고싶네요ㅠ 처음에는 잔잔하다해서 걱정했는데 영상미도 뛰어나고 그냥 최고의 영화입니다
2933,9,2020.02.12 20:54,영상미 너무 예뻐요 ㅠㅠ 모든 캐릭터가 진짜 잘 어울렸어요 처음에는 이해 안 가고 좀 졸았는데 점점 집중하면서 이해되었고 영화를 인상깊게 볼 수 있었어요
2934,10,2020.02.12 20:50,감동적인 영화입니다. 강추
